,business_id,num_category,is_chain,hours_avg,Unnamed: 0,AcceptsInsurance,ByAppointmentOnly,BusinessAcceptsCreditCards,BusinessParking_garage,BusinessParking_street,BusinessParking_validated,BusinessParking_lot,BusinessParking_valet,HairSpecializesIn_coloring,HairSpecializesIn_africanamerican,HairSpecializesIn_curly,HairSpecializesIn_perms,HairSpecializesIn_kids,HairSpecializesIn_extensions,HairSpecializesIn_asian,HairSpecializesIn_straightperms,RestaurantsPriceRange2,GoodForKids,WheelchairAccessible,BikeParking,Alcohol,HasTV,NoiseLevel,RestaurantsAttire,Music_dj,Music_background_music,Music_no_music,Music_karaoke,Music_live,Music_video,Music_jukebox,Ambience_romantic,Ambience_intimate,Ambience_classy,Ambience_hipster,Ambience_divey,Ambience_touristy,Ambience_trendy,Ambience_upscale,Ambience_casual,RestaurantsGoodForGroups,Caters,WiFi,RestaurantsReservations,RestaurantsTakeOut,HappyHour,GoodForDancing,RestaurantsTableService,OutdoorSeating,RestaurantsDelivery,BestNights_monday,BestNights_tuesday,BestNights_friday,BestNights_wednesday,BestNights_thursday,BestNights_sunday,BestNights_saturday,GoodForMeal_dessert,GoodForMeal_latenight,GoodForMeal_lunch,GoodForMeal_dinner,GoodForMeal_breakfast,GoodForMeal_brunch,CoatCheck,Smoking,DriveThru,DogsAllowed,BusinessAcceptsBitcoin,Open24Hours,BYOBCorkage,BYOB,Corkage,DietaryRestrictions_dairy-free,DietaryRestrictions_gluten-free,DietaryRestrictions_vegan,DietaryRestrictions_kosher,DietaryRestrictions_halal,DietaryRestrictions_soy-free,DietaryRestrictions_vegetarian,AgesAllowed,RestaurantsCounterService,Unnamed: 0.1,monday,tuesday,wednesday,thursday,friday,saturday,sunday,Shortlisted?,ProjectCategory,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
132,NNi2hh7l5-fhjM3sF-ykxA,0,0,0.0,1020,N/a,N/a,N/a,N/a,0,0,0,1,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,Mexican,"""Baja Loco Mesquite Grill & Cantina""",,"""3222 E Indian School Rd""",Phoenix,AZ,85018,33.495636,-112.01189709999998,4.5,21,0,Mexican;American (New);Restaurants
133,w8EtrFyt-GJq6tRXcArmng,2,0,0.0,211,N/a,N/a,N/a,N/a,0,0,0,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,Bar,"""Baja Red's Cantina""",,"""5122 E McDowell Rd""",Phoenix,AZ,85008,33.466366,-111.971069,4.0,6,0,Nightlife;Dive Bars;Bars
134,49a8mRB-MB-9JBEVjzK2BQ,17,0,6.142857142857143,2023,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,608,0.0,8.0,8.0,8.0,8.0,5.5,5.5,Yes,Bakery,"""Balkan Bakery""",,"""1107 E Bell Rd, Ste 16""",Phoenix,AZ,85022,33.639493,-112.057685,5.0,42,1,Desserts;Bakeries;Ethnic Food;Specialty Food;Food
135,rT8DwZu7pvuWKRM1nwVuug,9,0,10.428571428571429,1088,N/a,N/a,N/a,N/a,0,0,0,1,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,462,10.5,10.5,10.5,10.5,11.0,11.0,9.0,Yes,Chinese,"""Bamboo China Restaurant""",,"""7575 N 16th St""",Phoenix,AZ,85020,33.546583,-112.04693059999998,3.5,34,1,Chinese;Restaurants
136,WWZgzuTn1k7Yn9bJ_Pr0Kg,22,0,10.285714285714286,525,N/a,N/a,N/a,N/a,0,0,0,1,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1188,10.0,10.0,10.0,10.0,12.0,11.0,9.0,Yes,Japanese,"""Bamboo Grille""",,"""3049 W Agua Fria Fwy, Ste B-3""",Phoenix,AZ,85027,33.6664543152,-112.12452697799999,3.0,35,0,Japanese;Restaurants;Chinese
137,v1vcs-uSAQcjTFsHxS1dug,9,0,9.857142857142858,379,N/a,N/a,N/a,N/a,0,0,0,1,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,0,1,1,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1703,10.5,10.5,10.5,10.5,11.0,11.0,5.0,Yes,Chinese,"""Bamboo House""",,"""502 E Thunderbird Rd""",Phoenix,AZ,85022,33.608092799999994,-112.06630449999999,3.0,93,0,Restaurants;Chinese
138,5Q77B3p186bG1TSyyhSvDQ,2,0,16.0,1860,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,full_bar,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,215,16.0,16.0,16.0,16.0,16.0,16.0,16.0,Yes,Bar,"""Bar 1""",,"""3702 N 16th St""",Phoenix,AZ,85016,33.4910325,-112.047925,4.0,52,1,Bars;Nightlife;Gay Bars
139,yz3JQk5Lqbin8mtNfDcy_w,2,0,7.428571428571429,2041,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,beer_and_wine,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1405,7.0,7.0,7.0,7.0,8.0,8.0,8.0,Yes,Bar,"""Bar Bianco""",,"""609 E Adams St""",Phoenix,AZ,85004,33.449375599999996,-112.0661305,4.5,74,1,Nightlife;Food;Bars;Bakeries
140,M5jKFdL0vLcBzdPh-mLnAQ,2,0,3.0714285714285716,1348,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,166,0.0,0.0,5.0,5.0,5.5,6.0,0.0,Yes,Bar,"""Bar Smith""",,"""130 E Washington St""",Phoenix,AZ,85004,33.448586999999996,-112.07175600000001,3.5,124,1,Bars;American (New);Dance Clubs;Nightlife;Restaurants
141,9IaomgzTHXsNkZHnZGv8fg,17,0,7.571428571428571,1265,N/a,N/a,N/a,N/a,0,0,0,1,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,891,9.0,9.0,9.0,9.0,9.0,8.0,0.0,Yes,Bakery,"""Barb's Bakery""",,"""2929 N 24th St""",Phoenix,AZ,85016,33.481711,-112.029757,4.5,153,1,Food;Desserts;Bakeries
142,C0KQ0fyGfDvKhw1FBgh1fg,3,0,16.5,685,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,272,16.5,16.5,16.5,16.5,16.5,16.5,16.5,Yes,Breakfast,"""Barfly""",,"""3800 E Sky Harbor Blvd, Terminal 4""",Phoenix,AZ,85034,33.4356207,-112.00954569999999,4.0,49,0,Breakfast & Brunch;American (Traditional);Restaurants;Nightlife;Bars
143,PmQqj0wAnraXPuPSZCzEZQ,0,0,15.0,1876,N/a,N/a,N/a,N/a,0,0,0,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1929,15.0,15.0,15.0,15.0,15.0,15.0,15.0,Yes,Mexican,"""Barrio Avion""",,"""3400 E Sky Harbor Blvd""",Phoenix,AZ,85034,33.4349373544,-112.01361943,2.5,72,1,Restaurants;Mexican
144,of4V8nfW7GwJ03tLDdrOlA,0,0,0.0,1799,N/a,N/a,N/a,N/a,1,0,0,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,Mexican,"""Barrio Cafe""",,"""3400 E Sky Harbor Blvd""",Phoenix,AZ,85034,33.43428,-111.999398,3.0,429,1,Mexican;Restaurants
145,vY8-P5aeFO4xRoH_mUfQ9A,0,0,12.428571428571429,1419,N/a,N/a,N/a,N/a,0,0,0,1,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1304,11.0,11.0,11.0,13.0,15.0,15.0,11.0,Yes,Mexican,"""Barrio Cantina & Grill""",,"""4731 E Cactus Rd""",Phoenix,AZ,85032,33.597833,-111.9784028,3.0,57,0,Mexican;Restaurants
146,c0F2t2j9MJ2gUBUPky-dqw,0,0,13.142857142857142,1865,N/a,N/a,N/a,N/a,0,0,0,0,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1317,12.0,12.0,12.0,12.0,14.0,16.0,14.0,Yes,Mexican,"""Barrio Urbano""",,"""5632 N 7th St""",Phoenix,AZ,85014,33.519553,-112.0651591,3.5,178,0,Mexican;Restaurants
147,4YKU46PNs-wCi3TAafrRaQ,5,0,11.785714285714286,1676,N/a,N/a,N/a,N/a,0,0,0,1,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1506,11.5,11.5,11.5,11.5,12.5,12.5,11.5,Yes,Pizza,"""Barro's Pizza""",,"""4030 E Greenway Rd""",Phoenix,AZ,85032,33.6266875332,-111.994778866,3.5,63,1,Pizza;Sandwiches;Italian;Restaurants
148,JlMTixvNQ5bUGSxF12TLdw,5,0,11.785714285714286,1837,N/a,N/a,N/a,N/a,0,0,0,1,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,2017,11.5,11.5,11.5,11.5,12.5,12.5,11.5,Yes,Pizza,"""Barro's Pizza""",,"""3053 W Agua Fria Fwy""",Phoenix,AZ,85027,33.666689,-112.12472759999999,3.5,49,1,Restaurants;Pizza;Sandwiches;Italian
149,7EtiFdHnoWwvC-8m8ixC1g,5,0,11.785714285714286,1835,N/a,N/a,N/a,N/a,0,0,0,1,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,0,1,1,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,2165,11.5,11.5,11.5,11.5,12.5,12.5,11.5,Yes,Pizza,"""Barro's Pizza""",,"""15440 N 7th St, Ste 13""",Phoenix,AZ,85022,33.627446299999995,-112.066103,4.0,93,1,Sandwiches;Italian;Restaurants;Pizza
150,WK6uBV2eSqb2wwEwXoFfNg,5,0,9.285714285714286,895,N/a,N/a,N/a,N/a,0,0,0,1,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1502,10.0,10.0,10.0,10.0,10.0,10.0,5.0,Yes,Pizza,"""Base Pizzeria""",,"""3115 E Lincoln Dr""",Phoenix,AZ,85016,33.5301735,-112.01426709999998,4.5,231,1,Pizza;Restaurants;Salad
151,yfMK1YGTDsiD-fE5JJtzWg,1,0,17.0,304,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,929,17.0,17.0,17.0,17.0,17.0,17.0,17.0,Yes,Other,"""Bashas'""",,"""10631 N 32nd St""",Phoenix,AZ,85028,33.58343370000001,-112.01306670000001,3.0,16,1,Food;Grocery
152,kcvA7Dw8dp0XI7xLcwElYg,1,0,17.0,316,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,930,17.0,17.0,17.0,17.0,17.0,17.0,17.0,Yes,Other,"""Bashas'""",,"""4855 E Warner Rd""",Phoenix,AZ,85044,33.3303705742,-111.97863590799999,2.5,13,1,Food;Grocery
153,YiN9YP4Z87hiaBkPFUWzOQ,1,0,0.0,1955,N/a,N/a,N/a,N/a,0,0,0,1,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,2,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,Other,"""Bashas'""",,"""1625 E Glendale Ave""",Phoenix,AZ,85020,33.5382465,-112.0458044,2.0,8,0,Food;Grocery
154,P15Y-FxUOWjPVTrfiUpugg,1,0,0.0,2202,N/a,N/a,N/a,N/a,0,0,0,1,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,Other,"""Basis New American""",,"""410 E Thunderbird Rd""",Phoenix,AZ,85022,33.6077095,-112.0662499,4.0,18,0,American (New);Restaurants
155,s2xpXws-b-bSIpWIssvH8w,12,0,11.0,1223,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,959,11.0,11.0,11.0,11.0,11.0,11.0,11.0,Yes,Ice Cream,"""Baskin-Robbins""",,"""4547 E Cactus Rd""",Phoenix,AZ,85032,33.5986438,-111.98531840000001,3.0,22,1,Food;Ice Cream & Frozen Yogurt
156,jBnI6d_T78im3PQLHQI_Lw,12,0,0.0,2031,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,Ice Cream,"""Baskin-Robbins 31 Ice Cream Stores""",,"""3953 E Camelback Rd""",Phoenix,AZ,85018,33.5090135,-111.9958872,2.5,31,0,Food;Ice Cream & Frozen Yogurt
157,WB7346WSdkTHvtHfWPilaA,3,0,11.214285714285714,2047,N/a,N/a,N/a,N/a,0,1,0,1,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,0,1,0,1,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,2143,12.0,12.0,12.0,12.0,12.0,9.0,9.5,Yes,Breakfast,"""Be Coffee + Food + Stuff""",,"""214 E Roosevelt St""",Phoenix,AZ,85004,33.4589658497,-112.070489136,4.5,262,1,Sandwiches;Coffee & Tea;Food;Cafes;Restaurants;Breakfast & Brunch
158,lYdSqzUmxYZc136Hyf-zSA,2,0,0.0,274,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,1,1,0,0,1,1,N/a,988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,Bar,"""Bean Sprouts Cafe""",,"""600 E Washington St""",Phoenix,AZ,85004,33.4486919437,-112.066511939,4.0,4,1,Food;Juice Bars & Smoothies;Gluten-Free;Restaurants;Sandwiches;Cafes;Vegan
