,name,Chain,project_category,num_category,business_id,postal_code,hours_avg
267,Cake Contessa,0,Bakery,17,JhlZHum1GM56p-piJ4gxhA,85014,4.0
268,Cake's & Ribbon By Designs,0,Other,1,xrnkqTUsYJyogfinamb3UQ,85016,0.0
269,California Pizza Kitchen,1,Pizza,5,MVg8_dWzoCtGjBvWCatjjQ,85016,11.0
270,Camelback Tanning & Detox Spa,0,Bar,2,Z0eueztkZv7qYzqBe47dnw,85018,10.571428571428571
271,Camp Social,0,Bar,2,BOD0yRkakyxXzJmbVVAxSA,85014,13.285714285714286
272,Candy's Kitchen,0,Breakfast,3,5qEMfUERdTcMk7aDwH3A_Q,85022,8.0
273,Canton Wong,0,Chinese,9,ueBZ4UoRXdq1eXrlPgnf5A,85008,8.571428571428571
274,Canvas@1011,0,Bar,2,Jund72tZsheTP6sXXA1mfw,85004,0.0
275,Canyon Cafe,0,Mexican,0,6Wc5DPXGudcNi2XK7QfQtA,85004,10.714285714285714
276,Capri Market & Deli,0,Sandwiches,13,QfdcFqAft-M7KSSQZwJ20g,85018,10.714285714285714
277,Capriotti's Sandwich Shop,0,Sandwiches,13,u--jf3lS_04kmQNO4liAsQ,85016,9.857142857142858
278,Caps Sports Grill,0,Bar,2,w6frk94BwGwxenre_zeXUg,85027,12.071428571428571
279,Captain Bill's Subs,0,Sandwiches,13,GQaOgUdJOVoEzMaKODD8Hg,85029,0.0
280,Cardinal Pizza,0,Pizza,5,nXQWBN0ojBqg_HXh0J2AFA,85020,0.0
281,Carlos O'Brien's Mexican Restaurant,0,Mexican,0,YM-nYIHd99qUt9n62AxIAg,85020,12.285714285714286
282,Carls Jr,1,Burger,4,CE6nIZJVgxhpX7oL1cbrzg,85016,0.0
283,Carl's Jr,1,Other,1,iGWSHEl48XY4cy_25s4WvA,85022,0.0
284,Carl's Jr,1,Burger,4,4rwjCzSygI6batiXRGctrg,85034,0.0
285,Carl's Jr,1,FastFood,11,6UUBVPqLLHpwLnDSL0jMuw,85004,0.0
286,Carl's Jr 7091,1,Other,1,XAt9Km4EIM6EE7LXwfB2Vg,85022,0.0
287,Carl's Jr.,1,Burger,4,cezXueCCEUYphNJ_jl9PhQ,85027,19.285714285714285
288,Carl's Jr.,1,FastFood,11,Ogdm8WERpk5ew4Yxk9sqdQ,85020,0.0
289,Carmella's Italian Kitchen and Bar,0,Pizza,5,Fy4AmYaVjiDJBa0-PtJwSQ,85032,0.0
290,Carmine's Little Italy Pizza & Pasta,0,Pizza,5,fE9lClW0RtceRnlPsATZww,85004,0.0
291,Carniceria Del Pacifico,0,Other,1,UHHM1C_CciN6dxmckZD-6A,85018,12.285714285714286
292,Carolina's Mexican Food,0,Mexican,0,89uU51kOiQXbJHVA3C6XMQ,85034,10.5
293,Carolina's Mexican Food,0,Mexican,0,bWq5fLpzPAf_97E4_LuXJA,85034,0.0
294,Carolina's Mexican Food North,0,Mexican,0,Ktia9NJfvxVxTLVcEnw9zQ,85022,10.571428571428571
295,Cartel Coffee Lab,0,Breakfast,3,j0_DUr3vBXY-JP-b0bf93A,85004,12.0
296,Cartel Coffee Lab,0,Coffee,15,89N3YfIoe50feyqS0qwMXg,85034,16.0
297,Casa Anejo,0,Mexican,0,ayaDm0WPZB0g0PYbGFkrzA,85014,9.0
298,Casey Jones Grill,0,Bar,2,ONyDFp4eO9T_igeM2wdiMQ,85032,15.571428571428571
299,Castaways,0,Bar,2,K2dYG5yOd1i4keB9yMIYuw,85008,15.5
300,Castillon Family Mexican Restaurant,0,Mexican,0,c79drEBxcX3LsiK6AFgGew,85032,10.285714285714286
301,Cathy's Rum Cake Catering,0,Bakery,17,_0F_C1e5Mdt5msBCXeSMyg,85032,6.0
302,Cave & Ives,0,Pizza,5,K99GG6-YZp5JbIe4oPbRsQ,85018,5.428571428571429
303,Cave Creek Cafe,0,Burger,4,X_irZWSbhRYz-VbPGMobTA,85022,6.428571428571429
304,Caveman Burgers,0,Burger,4,lRL7x-HMBscWyELxEVq85w,85022,10.0
305,CC'S Mesquite Broiler,0,Mexican,0,t_J_ykCkOkZPlmlJuDnkzg,85022,12.571428571428571
306,Celas's Pizza,0,Pizza,5,kvqULv65K7Zie2cYv6e6RQ,85020,9.428571428571429
307,Celebrity Theatre,0,Other,1,WKPnq7NYw4IV5IG2smpd1Q,85008,5.714285714285714
308,Cellars Fine Wine & Spirits,0,Bar,2,ttfKDjCYxEieETpk9TvkXA,85028,10.571428571428571
309,Cellar's Fine Wine & Spirits,0,Bar,2,TRjwF89-pi0g9glNyxk1zQ,85014,10.285714285714286
310,Cellblock Phoenix,0,Bar,2,_YUGmxCK8tx7FsdzleU29A,85014,0.0
311,Central Bistro,0,Italian,8,kcF-en40P3J9L8nLy5lKqQ,85016,10.857142857142858
312,Central Cafe,0,Coffee,15,flKREzH4wdibg0IAIuZe_g,85004,5.714285714285714
313,Central Grille,0,Bar,2,iWScmpipq65WElq9za9RLg,85020,11.0
314,Central Taco,0,Mexican,0,_bpNAXZqG28e8XplS1wbpw,85012,0.0
315,Central Wine,0,Bar,2,vM92DKxz5XJGm6Q5brHuGA,85012,5.571428571428571
316,Cervantes Bistro At Royal Palms Resort,0,Bar,2,tBancCGeHZhalHhEWxJjOw,85018,0.0
317,Chaka Chaka Urban Cuisine,0,Sandwiches,13,Q-3_XWvNOBlwt1QTrI9A6g,85034,0.0
318,Chambers on First,0,Bar,2,6SwdqYrQSASONmrgG4mBjA,85004,15.285714285714286
319,Chandhra Thai Restaurant,0,Thai,19,PkTs6P-jCeX3IfAyk9OcYw,85032,6.142857142857143
320,Chantilly's,0,Bar,2,AjL0PDCU01MlYlMKmeLsDQ,85027,16.0
321,Chantilly's Bar,0,Bar,2,TVDqOxTVEsV45_HMZCtVmA,85027,16.0
322,Charley's Grilled Subs,0,Sandwiches,13,uHmOKM2jZXhah8BiRP5ebA,85032,0.0
323,Charleys Philly Steaks,0,Sandwiches,13,9Xsjz292QEFVff_p03qsZQ,85027,11.285714285714286
324,Charlie D's Catfish & Chicken,0,Other,1,1mkDrJRu3VABKy95gxD-Hg,85034,6.428571428571429
325,Charlies Grilled Subs,0,Sandwiches,13,7dln44D2PZWe0lzAJmDZMg,85032,0.0
326,Charr An American Burger Bar,0,Burger,4,1WBkAuQg81kokZIPMpn9Zg,85022,11.142857142857142
327,Cheddatruck,0,Burger,4,3n86SpBQ0COOW_2sDRStoQ,85014,0.0
328,Cheese N Stuff Deli,0,Sandwiches,13,OugQjN04sQNahWzYEdTExQ,85012,5.857142857142857
329,Chef's Grill and Deli,0,Sandwiches,13,6WCEHKWrvHUxlrGhqGm1og,85044,5.571428571428571
330,Chelsea's Kitchen,0,Breakfast,3,CzqYP9VKJBzGLnp14naScA,85034,0.0
331,Chelsea's Kitchen,0,Breakfast,3,IsoLzudHC50oJLiEWpwV-w,85018,11.142857142857142
332,Chen & Wok,0,Chinese,9,nBwOIq5KI-zmxp061dTmgw,85014,10.428571428571429
333,Cherry Bar,0,Bar,2,NHeHrFIihjjhm4Uq9bSApg,85014,0.0
334,Cherryblossom Noodle Cafe,0,Italian,8,fT6Uwl6abRQfiNgxre_qbg,85014,10.785714285714286
335,Chestnut Fine Foods & Provisions,0,Breakfast,3,piHJq_NDrOh5SYk3AyQVOg,85018,7.0
336,Chestnut Lane,0,Sandwiches,13,zSwcoOLMLuTho6ZpCZrQwg,85018,0.0
337,Cheuvront,0,Bar,2,hU6sN5r6vayqm_RMgvPGOQ,85004,5.857142857142857
338,Cheuvront Restaurant & Wine Bar,0,Bar,2,NpozCEWra9PkYtxCtCPr6Q,85034,0.0
339,Chevys Fresh Mex Restaurant,0,Mexican,0,oT_0FoEqHRgfn4ht8PWUKg,85016,0.0
340,Chi Town Dogz,0,FastFood,11,MO8vR9uw--ELG5J8CbdZCA,85016,0.0
341,Chicago Gyros,0,Other,1,aw0H9O1yysoHB0JanT0Ubw,85027,8.714285714285714
342,Chicago Gyros,0,Vegetarian,7,Qng9lEqWA9uTtm6oq2rZuw,85018,9.5
343,Chicago Hamburger,0,Burger,4,UCqWJWovgeelP1OUI_L90w,85018,8.142857142857142
344,Chick Rotisserie & Wine Bar,0,Bar,2,pRXgWOIiQPEbosMrylsdLA,85018,11.0
345,Chick-fil-A,1,FastFood,11,pj6YwzJ6vkYLo_Mc12Hqdw,85004,9.428571428571429
346,Chick-fil-A,1,FastFood,11,MFbyWskON6pqRp5-K4hIKw,85016,13.714285714285714
347,Chick-fil-A,1,FastFood,11,lUcSe9mjppbAa8510xj0Tg,85029,13.714285714285714
348,Chico Malo,0,Mexican,0,_iEl9sCLsvXEFHUWPvgsAg,85004,11.714285714285714
349,Chico's Tacos,0,Mexican,0,GUsYtGG557XKlHaMH87erg,85004,10.5
350,Chili's,0,Mexican,0,7mFNJCgmZCiSjv2mzoP1Cg,85032,11.285714285714286
351,Chili's,0,Mexican,0,lZ5rd3YxWTcCPJi45hvw7w,85027,11.785714285714286
352,Chili's Grill & Bar,1,Mexican,0,uXoaycCmhc3Cg4Iei8kHYA,85022,0.0
353,Chili's Grill & Bar Catering,1,Other,1,ibjoU0b7R3cxGV2Lh4TiFw,85016,12.285714285714286
354,Chili's Grill and Bar,1,Bar,2,XkYZRw7T-LLnNEto8xG5cQ,85016,0.0
355,China Chili,0,Chinese,9,URFhSrJPk7JM2pUtsuWsAg,85012,9.357142857142858
356,China Harvest Buffet,0,Chinese,9,9OwoNe9ksUeU6zYasGhrPA,85029,0.0
357,China Inn,0,Chinese,9,JdbYyxufvaU6uwmNg0EqhQ,85004,0.0
358,China Olive,0,Chinese,9,LjxuUvIQ-tWNHyGNfJ6UzA,85018,0.0
359,China Super Buffet,0,Chinese,9,aI3CUcnQbjn1jdcl6NfatQ,85020,0.0
360,China Village,0,Chinese,9,kP2wC0luve3mT5fcdrA3nQ,85016,9.928571428571429
361,Chinese Cultural Center,0,Other,1,Uc9H_YUH3KnZltATXYVRVg,85008,0.0
362,Chipotle Mexican Grill,1,Mexican,0,TfS_zwQtyjiQU-psh2dISg,85012,11.5
363,Chipotle Mexican Grill,1,Mexican,0,VM7Q3xWH5XiwbaIeSyJ-vw,85032,11.25
364,Chipotle Mexican Grill,1,Mexican,0,S6BixeT6xkktY3keKSyYrQ,85029,11.25
365,Chipotle Mexican Grill,1,Mexican,0,uovqgCcWIqTwUeH_A54t2A,85018,11.25
366,Chipotle Mexican Grill,1,Mexican,0,HRghNZCxQm0UGgvu4mk33w,85016,11.25
367,Chipotle Mexican Grill,1,Mexican,0,jD7tkMdKp5lwGSuHSChx_w,85032,11.25
368,Chipotle Mexican Grill,1,Mexican,0,2JUDgnmoLDxD97gqmand9Q,85016,11.25
369,Chipotle Mexican Grill,1,Mexican,0,wAXYLmHuysYTz8i4VPKmaQ,85022,11.25
370,Chipotle Mexican Grill,1,Mexican,0,jlF81N1Hr9tANTfMSRWsLA,85027,11.25
371,Chloe's Corner,0,Coffee,15,roCxdzue-nME2akdIRPTfA,85004,12.071428571428571
372,Choice Pet Market,0,Other,1,d1jiudj-VAUxf_-Lkrn2_A,85028,12.571428571428571
373,Chompie's,0,Breakfast,3,ml916FaOdF870Jrk0ZQETA,85032,14.857142857142858
374,Chompie's,0,Deli,16,bW_HM_al-wWkfIqPzERuAA,85032,0.0
375,Chop Chop Chinese Kitchen,0,Chinese,9,lf7PP9U5l_x1bbUqa7DIzA,85027,0.0
376,Chopper John's,0,Bar,2,YB-p9Ve7C17JLA7DNL7T6g,85016,16.0
377,Christopher's and Crush Lounge,0,Bar,2,nkHaix6KenApS8M-liZsCQ,85016,10.714285714285714
378,Christopher's Fermier Brasserie & Paola's Wine Bar,0,French,6,T7YqBNASs4gNUsooLzzbuw,85016,0.0
379,Christo's Ristorante,0,Bar,2,OZqAZkjhV_nyHsbnKaD1WQ,85014,8.571428571428571
380,Chronic Tacos,0,Mexican,0,4j0WfdS_lHG9uSH7cd1PFg,85022,10.0
381,Chronic Tacos,0,Mexican,0,3SLDrXzPmKF0iCY8WriLsA,85029,11.0
382,Chuck E Cheese's,1,Pizza,5,uJgxCC03SWlwAkttc4exJQ,85032,0.0
383,Chuck E Cheese's Pizza,1,Pizza,5,8dSKEPQn0pmZEmWTKZI81Q,85044,0.0
384,Churchill's Fine Cigars,0,Bar,2,5LlvHly_jOh3jjLJMBxkig,85044,10.714285714285714
385,Church's Chicken,0,Other,1,h_hg33vb0OsWsE6T1SHAgw,85028,0.0
386,Church's Chicken,0,Other,1,KGMyW-_eq4Errzp7AA8s0Q,85029,0.0
387,Church's Chicken,0,Other,1,fYDzrVfx9uSbX7xmBVx-Hg,85029,11.642857142857142
388,Church's Chicken,0,FastFood,11,KGiObVBRve0oEyMBfOywcQ,85016,0.0
389,Churn,0,Ice Cream,12,mPfdYJj4d5KBPINDkaZY-Q,85012,12.571428571428571
390,Chuy's Mesquite Broiler,0,Mexican,0,zibTVHwQMACJCP5pjRUupQ,85044,0.0
391,Chuy's Mesquite Broiler,0,Mexican,0,mir6XNWwGueIvagxKAtYeA,85022,0.0
392,Chuy's Mesquite Broiler,0,Mexican,0,ueZc78i4FHSRnCRUqVyivQ,85022,0.0
393,CiCi's Pizza,0,Pizza,5,iYzjrO27y9ew0HgNwYZiUQ,85018,0.0
394,Cinnabon,0,Breakfast,3,M1OAa1O1O8okN9KnPhpm9A,85034,0.0
395,Circa 1900,0,Other,1,w55JY2w3ZhTh4hZxAPWTzw,85004,0.0
396,Circle K,0,Other,1,IfUBaH9VA-YOzJ8_rsfzhw,85016,0.0
397,Circle K,0,Other,1,12JsTr2m9Y66nGvTB6Knqw,85012,0.0
398,Circle K,0,Other,1,sw3uJ-R5u8_VnJ_RrC15bg,85032,0.0
399,Circle K,0,Other,1,uQFXVZJroLt8Ni4FUJv7Sw,85004,0.0
400,Circle K,0,Other,1,vW9YnwjRU2NetuVSlYaDSQ,85029,0.0
401,Circle K,0,Other,1,QiNddY1p5J7zDqrVplCAnQ,85012,0.0
402,Circle K,0,Other,1,sx2NuwV_ztA62nv2c5ZcNQ,85032,0.0
403,Circle K,0,Other,1,rs4R0P6VW4rcQlCaukjjOw,85018,0.0
404,Circle K,0,Other,1,2VwwQup4Ko6tyDQeSYjC5Q,85014,0.0
405,Circle K,0,Bar,2,R4qncNuw79jQy9id5Q3frw,85022,0.0
406,Circle K,0,Bar,2,_mP3joVxUnr1sCMvoNNkig,85044,0.0
407,Circle K Stores,0,Other,1,635metf6fGdTWufpcmccNA,85034,0.0
408,Circle K Stores,0,Other,1,xhrHNTlcOadsoBV7d22wwQ,85027,0.0
409,Circle K Stores,0,Other,1,PpAgIlnktwbA0CE0gX8Qtw,85027,0.0
410,Circle K Stores,0,Other,1,uu43Pccls6kXgIonnRMoBA,85032,0.0
411,Circle K Stores,0,Other,1,zqXHlfyxIeF67Ah5bXfUCQ,85022,0.0
412,Ciros Tacos,0,Mexican,0,GGBMDHJGwkuVrkYcedJpmg,85008,0.0
413,Citizen Espresso Bar,0,Breakfast,3,ZaIzVnhaV0ZBSoEwz8Rbvg,85012,12.0
414,City Bakery,0,Sandwiches,13,FsRiu6oYrHB9CXve9j5nnw,85004,0.0
415,City Bistro,0,Other,1,f0n_FsBi7gmKH_a95vaDHA,85012,5.714285714285714
416,City Cafe,0,Coffee,15,AVsZE_gMkuBmRLRiqmPqJQ,85004,7.142857142857143
417,City Central Coffee,0,Coffee,15,DkHFktLYFrV1WylpRQiK_A,85004,0.0
418,City Market Deli & Catering,0,Deli,16,n9LPozEQplfb6NBrhfpAmw,85016,6.428571428571429
419,City Square Cafe,0,Breakfast,3,ptaEu7aKv1ThePlTk6fyAA,85012,5.357142857142857
420,City Square Deli & Grill,0,Burger,4,_MI20v3QRDrCVXgpzje-Ag,85027,6.428571428571429
421,CJ's Talley's Pub,0,Burger,4,UNtyzcZySio-7DphgQu2cw,85020,15.142857142857142
422,Claim Jumper,0,Coffee,15,WKWxHzaMC2ZXCaGBscLppA,85027,10.785714285714286
423,Clamatos La Cruda,0,Mexican,0,8XNpKETQcSLUPAROULyrOg,85008,8.571428571428571
424,Classic Cakes And Confections,0,Bakery,17,_sNcfFBWvMOwOSUzZPDHNw,85028,0.0
425,Classic Crust Pizza,0,Pizza,5,HSoKTWnsu7f3yvywWvBQ4w,85022,9.714285714285714
426,Club Dwntwn,0,Other,1,Weq4BL3SgtxWOOxCrOds_w,85004,2.0714285714285716
427,CMYE: Yelp's Sweet Bake-In at La Grande Orange Bake Shop,0,Other,1,goCVJTi2Emfy791wz2Xxjg,85018,0.0
428,Coach & Willies,0,Bar,2,FcvWRrwhjIqktji6iLpaUA,85004,11.857142857142858
429,Coach's Corner Grill,0,Bar,2,YbOhR475lR0xsNJjoAmMXQ,85004,12.571428571428571
430,Coco's Family Restaurant,0,Bakery,17,LJM2jAOEnCIV2RqtC23ApA,85032,0.0
431,Coco's Restaurant,0,Other,1,wsZbtXGBb1QwycUppFJoCA,85018,0.0
432,Coffee Bean & Tea Leaf,0,Coffee,15,pjU3gFUGaeNvEM_Q__NjtQ,85028,14.214285714285714
433,Coffee Lady,0,Coffee,15,XLW0mQo0QZLCiqNwzWIEMA,85018,6.571428571428571
434,Coffee Plantation,0,Coffee,15,Licd1Zdur5G4PCdzJ5bl2g,85016,0.0
435,Coffee Plantation,0,Coffee,15,mtSPx0N7fVF0NfZ2oCNbeQ,85016,12.571428571428571
436,Cold Beers & Cheeseburgers,0,Burger,4,VRTQMh7wVgmzg96YttL3mQ,85014,13.571428571428571
437,Cold Stone Creamery,0,Bar,2,36psxeiUa-zB0XiOoFXubA,85004,11.142857142857142
438,Cold Stone Creamery,0,Ice Cream,12,Y9xXCBRs1HWRBjhR7JYP7A,85032,11.285714285714286
439,Cold Stone Creamery,0,Ice Cream,12,xjT7ZajXAITENyJgftjbcg,85029,10.285714285714286
440,Cold Stone Creamery,0,Ice Cream,12,SgFJaawsw9ATzuUmS7ho_w,85016,11.285714285714286
441,Cold Stone Creamery,0,Ice Cream,12,MJKe6zchLbIfsBTQCIzOVg,85018,9.5
442,Cold Stone Creamery,0,Ice Cream,12,EeSTRZ2F3ZSlRpm1AT4YtQ,85022,11.285714285714286
443,Combo Express Mexican Food,0,Mexican,0,4XEIN-KPGAMugwJdhgjfGQ,85032,0.0
444,Community Cuisine,0,Vegetarian,7,BOMFEp6rhfREWwia0AhVdg,85034,0.8571428571428571
445,Compass Arizona Grill,0,Bar,2,cQNGkOyCvnIqs78vO8SGJQ,85004,6.0
446,Coneheads,0,Ice Cream,12,gTKeGz7nHb0Qz-6CrFs7jA,85032,8.142857142857142
447,Cookies In Bloom,0,Bakery,17,y-eclyvMD0SZVrWdGdT6Aw,85018,6.0
448,Copper Door,0,Other,1,y43u5SPsQ3coLrIFi6hTeA,85004,0.0
449,Copper Kettle Curry House,0,Indian,18,Hgo9WB-uyx_iD3Vjk2lZnA,85008,0.0
450,Copper Plate,0,Diner,10,yH83tf58E9jrME5U4HGAMg,85034,0.0
451,Copper Square Cafe,0,Coffee,15,XKulwXWzC_C1Q4k3qlvi6w,85004,5.714285714285714
452,Copper Square Kitchen: Creative Catering,0,Other,1,yy6dHAylgM7TRdVygarrvQ,85004,17.0
453,Coppers Sports Grill,0,Bar,2,N_1aKgseCRqjBRwIgNOjQw,85032,0.0
454,CoR Tapas & Wine,0,Bar,2,Jk2XwkySutg0glHVcv1_Pw,85014,3.7142857142857144
455,Corazon Mexican Cocina,0,Mexican,0,bxLmrsMdjAyz8QEqWml1CA,85008,12.285714285714286
456,Corbin Bar & Grill,0,Bar,2,BvTU8s3v-qfTtsSKV6Y16A,85020,11.285714285714286
457,Corduroy,0,Burger,4,CYWRPE-1IHPBb-zfFO6KRg,85004,11.0
458,Cork & Bottle,0,Bar,2,X8sgCwr1xIkmTItsxYrsyw,85008,19.0
459,Cork'n Cleaver,0,Coffee,15,yZV1UkPLnfD-GNpJmIqaoQ,85018,0.0
460,Corleone's,0,Burger,4,UWuB3vikQmf0-x2ZXjxdmg,85028,9.857142857142858
461,Corner Bakery Cafe,0,Breakfast,3,axZSFXdaJ0KE5auPwBllRQ,85004,10.857142857142858
462,Corner Bakery Cafe,0,Breakfast,3,jZVqBJhpmBwUKsfAEnvjcQ,85016,8.0
463,Corner Market,0,Bar,2,qjM9CxBUHeuC0Paj_qnNEA,85016,10.571428571428571
464,Corona Urban Cantina,0,Mexican,0,q9GRVuEPoFhvA3NoscW0ow,85018,0.0
465,Corridors Cafe,0,Breakfast,3,EWo5usxVpjAs25NFBbsITQ,85027,5.357142857142857
466,Costco Food Court,0,Other,1,u0jzS6QgwHQILSVeTlqjgA,85032,0.0
467,Costco Food Court,0,FastFood,11,AD2y1pqC1Z3lZTYBcALPxA,85027,9.857142857142858
468,Costco Gasoline,0,Other,1,MrJm9UOEVOVzMHuxNyh0vg,85008,14.142857142857142
469,Country Boys Restaurant,0,Burger,4,MxHow1YklEAsmtlq2BRNmQ,85032,0.0
470,Country Boys Restaurant #110,0,Diner,10,1PnhX9SNMX71LPFD7-IqXg,85029,0.0
471,Coup Des Tartes,0,French,6,8ciT6qjI18x9EPtOb-gqYQ,85016,3.2142857142857144
472,Coup Des Tartes,0,French,6,9iy6scMRbs5ue41XRLGEkw,85016,4.428571428571429
473,Cowboy Ciao,0,Diner,10,xImiQIhC2ZBDEy7LhpQ4nQ,85034,16.0
474,Cowboy Lookout Grill,0,Burger,4,etHpVlLpnePJnJPrH5j4RA,85022,15.0
475,Cracker Barrel Old Country Store,0,Breakfast,3,A6upLxml9nNaVT_V3oIUkg,85027,16.285714285714285
476,Craft Beer Hop Stop,0,Bar,2,21-o20t8YPSXrryoNBIq6Q,85027,10.0
477,Cranberry Hills Eatery & Catering,0,Breakfast,3,R_6ZdYGyq7W1EE2fXML30w,85012,6.071428571428571
478,Crave Sandwich Cafe & Catering,0,Sandwiches,13,EFdfBcpAkBIvDW4RolgEiw,85004,7.0
479,Creamistry,0,Ice Cream,12,jY2RWYyP42EhEtmhfQrnPQ,85012,10.285714285714286
480,Creamistry,0,Ice Cream,12,RazK5AssZZ9l_W6h-bTkUw,85018,10.285714285714286
481,Crown China Super Buffet,0,Chinese,9,8Sbs3VDs3KQnawJZR-77MA,85014,0.0
482,Crown Liquor,0,Bar,2,Tm2DFUUmtgGDqTbrlI--tA,85014,0.0
483,Crudo,0,Italian,8,EEGajOchS2BIZNvJcPK3uw,85018,4.142857142857143
484,Cruisin' 7th,0,Bar,2,ioz31pzpbpJI7Hbmrayv1Q,85014,20.0
485,crunch50,0,Breakfast,3,WiqmuzPxWGiWDPxdSuVCXw,85022,10.0
486,Crust Pizzeria & Ristorante,0,Pizza,5,VsHhy9ixEze-AxNYt6UxLA,85032,9.0
487,Cuban Foods Bakery & Restaurant,0,Mexican,0,SWDxTrwU_qlEcJp36IYquw,85029,9.0
488,Cucina Cucina Modern Italian,0,Italian,8,5jYYHTRka2SMS7zBOuN9RA,85004,10.0
489,Culinary Dropout,0,Bar,2,9yESUcIVarhYEabIMj844Q,85014,12.714285714285714
490,Culver's,0,Burger,4,poX-2lODvtmkR6pve8FXFA,85014,13.285714285714286
491,Culver's,0,Burger,4,Yk8WiriuHOkAXufUqGZMyg,85027,12.0
492,Culver's,0,Burger,4,3Alq2Er28QVsdxGJlQgVkg,85032,0.0
493,Cupcakes By Design,0,Bakery,17,w8cKLWoulCsuf_AD2mQ-jw,85014,6.571428571428571
494,Curry Leaf Indian Grill,0,Indian,18,IaJ8ZCKxKFzgNoIFNCc0YQ,85044,7.857142857142857
495,Custom Food Service,0,Deli,16,PimM2W3rLX0nwSBHAypb8g,85034,0.0
496,Cut Above Cafe,0,Coffee,15,SCNlX_q7vVRkoR1OgNpyPg,85004,5.714285714285714
497,Cycle,0,Other,1,lcarrupLCJ-a9LGkTUtMIw,85004,0.0
498,Cyprus Grill of Phoenix,0,Other,1,9tKSEjLCJowSkxze0NiFig,85016,11.0
499,Da Burger Shack,0,Burger,4,txOOuDuj6m2fW-ietZRw0w,85016,7.285714285714286
500,Da Chicago Dog & Subs,0,FastFood,11,K0bATHPukH_xjjphVhNGjg,85018,0.0
501,Da Valley Grill,0,Other,1,URa75T-A1QvjMUFNIPyukQ,85027,8.214285714285714
502,Daawat Indian Cuisine,0,Indian,18,PvufhE6-sy2pCTQu9yvjiw,85027,11.285714285714286
503,Daddy O's Grill,0,Bar,2,ALonfg58V5r4BOwxiGZcfg,85029,19.0
504,Dagwoods,0,Sandwiches,13,8xsos7GhHO7C5YjRxOYGsA,85016,0.0
505,Dagwood's,0,Sandwiches,13,s9n4QJcwjmKAtncXTq35fw,85018,0.0
506,Daily Bistro,0,Other,1,Gra55w4glYeli9KmK_Id8w,85018,7.285714285714286
507,Daily Dose Midtown,0,Bar,2,kne4oWWLq0FFHLA-gWuqoQ,85016,8.0
508,Dairy Queen,1,FastFood,11,Q5fzK17mAGIj4VC9QlaB1Q,85016,0.0
509,Dairy Queen,1,Ice Cream,12,k1bwHg1izaXnUz67pSx_zQ,85012,0.0
510,Dairy Queen,1,Ice Cream,12,1JmSxEQZQn1AitoNHxvHBQ,85044,12.071428571428571
511,Dairy Queen,1,Ice Cream,12,h4U3h1RbgLvHl0fKSSUhPA,85032,0.0
512,Dairy Queen,1,Ice Cream,12,DkNJFy9cEM606nsgfs494g,85029,9.571428571428571
513,Dairy Queen,1,Ice Cream,12,EjQOE5UZgqC0O9KSErZXIw,85022,0.0
514,Dalia's Mexican Food,0,Mexican,0,urIrpc65a9q1UgendPq0QA,85008,6.0
515,Danky's Bar-B-Q,0,Bar,2,JrEMvvNR1rUVkAMvPPZYkg,85032,9.142857142857142
516,Deemos American Grill,0,Other,1,6tl_UiTs8uqZO3iSfdMZmA,85016,0.0
517,Deer Valley Airport Restaurant,0,Other,1,UddEGVfbnmXxK6t2mXyicQ,85027,14.5
518,Del Frisco's Grille,0,Breakfast,3,H7_yu7MgzSXB0vb959yXdA,85016,6.285714285714286
519,Del Taco,0,Mexican,0,G81PxmvajV-M-fZWopK4kg,85008,0.0
520,Del Taco,0,Mexican,0,6VZ4T_BnTl8swN-g06ZVYg,85027,16.714285714285715
521,Del Taco,0,Mexican,0,xFuyA5is_lLo28-fTUQjPA,85012,0.0
522,Del Taco,0,Mexican,0,xvrkd0c5E7sl9KuY-IMHIA,85032,0.0
523,Deliciosoraspados,0,Ice Cream,12,C0v4jYVejTlkSyMDugXXnw,85016,11.285714285714286
524,Delux,0,Burger,4,NJ0RzuWd5xDqfJejYQZ65g,85016,15.0
525,Deluxburger Express,0,Burger,4,AE80fzfVnsyeHiiVhwSGMw,85034,0.0
526,Denise is Cooking,0,Deli,16,ygTI0aVpnWq7SrmR3pqgOQ,85004,0.0
527,Denny's,1,Diner,10,UW-i_Pqv4HX1NVWC4yShHA,85022,0.0
528,Denny's,1,Diner,10,AkKZ8bK9KoRUlAU08X9xrA,85032,0.0
529,Denny's,1,Diner,10,ZRdHKIjiIa0k5-ufCLyIaQ,85027,0.0
530,Denny's,1,Diner,10,rMtphJbzFYA3eLx-AT62vA,85014,0.0
531,Desert Jade,0,Chinese,9,tFcmrGLZNEymSnijoTPmqw,85018,8.857142857142858
532,Desert Song Healing Arts Center,0,Other,1,nCEomY3N-sYkoUhIrlMbzQ,85016,7.857142857142857
533,Desert Springs Brewing Company,0,Other,1,QylMuwQjVHo5ElzNLw9gpg,85034,0.0
534,Dessert-a-Licious,0,Bakery,17,ILJxAc9zH6GrVTjSuLqsWg,85044,0.0
535,Desserts By Rondi,0,Bakery,17,MvInPiLnnL8eca8LWFsOQA,85032,7.714285714285714
536,Devil's Greens,0,Vegetarian,7,Lv2V5KqRlCl7_S6LKWkGlg,85004,4.285714285714286
537,Di Vito's Pizza,0,Pizza,5,vre_Ga2KJCypcP6XMn8Y7g,85018,9.857142857142858
